0.908636	0	0	0	0.048811	0.048811	0	0	0.048811	0.0262829	0.0425532	0.0387985	0	0	0	0	0.00250313	mobile_element_insertion
0.799005	0	0	0	0.112438	0.0288557	0.0228856	0.0447761	0.0537313	0.0577114	0.0885572	0.0487562	0.0039801	0	0	0	0	mobile_element_insertion
0.867995	0	0	0	0.0734745	0	0.0224159	0.0734745	0	0.0510585	0.0585305	0.00622665	0	0	0	0	0.00124533	copy_number_loss
0.825228	0	0	0	0.159574	0	0.0592705	0.159574	0.00303951	0.0987842	0.0151976	0.00607903	0	0	0	0	0.0227964	copy_number_loss
0.96445	0	0	0	0.0137615	0.00114679	0.00344037	0.00802752	0.0103211	0.00802752	0.021789	0.0172018	0.00229358	0	0	0	0.00114679	mobile_element_insertion
0.794872	0	0	0	0.11471	0.0472335	0.0175439	0.0337382	0.0674764	0.022942	0.0904184	0.0404858	0.00944669	0	0	0	0.00134953	mobile_element_insertion
0.771001	0	0	0	0.0955121	0.018412	0.018412	0.0609896	0.0368239	0.0517837	0.133487	0.0851554	0.00920598	0	0	0.0023015	0.00345224	mobile_element_insertion
0.980371	0	0	0	0.0119956	0.00436205	0.00109051	0.00436205	0.00545256	0.00545256	0.00763359	0.00436205	0	0	0	0	0.00436205	mobile_element_insertion
0.967123	0	0	0	0.00821918	0	0.00684932	0.00821918	0	0.00136986	0.0246575	0.0123288	0	0	0	0	0.00547945	copy_number_loss
0.883441	0	0	0	0.0656799	0.0157262	0.00185014	0.0111008	0.0277521	0.0259019	0.0508788	0.0323774	0.00555042	0	0	0	0	mobile_element_insertion
0.979167	0	0	0	0.009375	0.003125	0.00104167	0.00416667	0.00625	0.003125	0.0114583	0.00520833	0	0	0	0	0.003125	mobile_element_insertion
0.540839	0	0	0	0.292494	0.10596	0.104857	0.174393	0.188742	0.160044	0.166667	0.0816777	0.00772627	0	0	0	0	mobile_element_insertion
0.974725	0	0	0	0.0186813	0	0.00659341	0.0186813	0	0.0120879	0.00659341	0.00549451	0	0	0	0	0	indel
0.852123	0	0	0	0.0673499	0	0.0409956	0.0673499	0	0.0263543	0.0805271	0.0102489	0	0	0	0	0	copy_number_loss
0.976959	0	0	0	0.00460829	0	0.00230415	0.00460829	0	0.00230415	0.0184332	0.00921659	0.0172811	0	0	0	0.00230415	copy_number_loss
0.577951	0	0	0	0.275056	0.077951	0.0579065	0.112472	0.144766	0.17706	0.146993	0.0757238	0.0144766	0	0	0.0077951	0.00334076	mobile_element_insertion
0.983673	0	0	0	0.00306122	0	0.00102041	0.00204082	0	0.00204082	0.0132653	0.0102041	0	0	0	0	0	copy_number_variation
0.920817	0	0	0	0.0357599	0	0.0127714	0.0357599	0	0.0229885	0.0434227	0.00255428	0	0	0	0.00255428	0.00510856	copy_number_variation
0.915323	0	0	0	0.078629	0	0.0362903	0.078629	0.00100806	0.0413306	0.00604839	0.00302419	0.00100806	0	0	0	0.00705645	indel
0.914286	0	0	0	0.029932	0.00136054	0.00680272	0.029932	0.00136054	0.0231293	0.0557823	0.0367347	0.00408163	0	0	0	0.00136054	indel
